Name	Rank	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Intensity F01_Fraction1	Intensity F01_Fraction2	Intensity F01_Fraction3	Intensity F01_Fraction4	Intensity F02_FractionCyto	Intensity F02_FractionEnv	Intensity F04	Intensity F05	Intensity F06	Intensity F07_Fraction1	Intensity F07_Fraction2	Intensity F07_Fraction3	Intensity F07_Fraction4
W3P20-009	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	W3P20-009	W3P20-009		0.0	0.0	0.0	0.0	0.0	617820.0	0.0	0.0	1018400.0	381990.0	706340.0	0.0	1625600.0
CAG-245	Genus	Bacteria		Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-245		16215.0	153.74	0.0	2336.9	3969580.0	379972.8	21158.4	474330.0	1607394.0	1625124.5	1845220.0	248470.0	1504870.0
ER4	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4		693690.0	2.641148774E7	5.8680838E7	2386762.5	4.38817595E8	4.264295E7	8703945.0	6.345528E7	5.1921645E7	2.68034E7	1.47744E7	6.395554E7	3.036777E7
CAG-484	Genus	Bacteria		Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-484		9198.8	185383.3	0.0	338100.0	1.988332E7	334992.0	215882.7	284280.0	0.0	229017.0	343509.0	4753440.0	800650.0
CAG-485	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485		312470.0	4410698.0	1.2052871E7	167212.0	1.562678E7	3.897713E7	654105.7588	3.54412576E7	8063927.4	1.05896197E7	4121285.0	1.616304E7	6198920.0
CAG-41	Genus	Bacteria		Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41		2378760.0	3.3855407816E8	1.71029309E8	4.0451205E7	6.25819445E7	1.50686572E8	1.2979911E7	1.1456369E8	7.4429465E7	1.573839988E8	6.1016598E7	4.15969597E8	8.8759025E7
CAG-45	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45		0.0	0.0	448824.8	4018766.0	0.0	277320.0	113711.0	7792420.0	1041180.0	0.0	1410737.0	0.0	0.0
RUG11200	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	RUG11200		715300.0	40056.0	0.0	469708.9	2.684078E7	3.449507E7	4203782.9	1539070.0	387270.0	735809.0	759100.0	9476000.0	0.0
HGM12957	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	QAKW01	HGM12957		477620.0	1696180.0	639700.0	132275.0	2755630.0	1218500.0	2263832.1799999997	1.8227012E7	1.9922289E7	7123520.0	4686160.0	1.3683814E7	1.028804E7
HGM11501	Genus	Bacteria		Firmicutes_A	Clostridia	UMGS1883	HGM11501	HGM11501		1875400.0	1176000.0	2766600.0	3899325.0	1818530.0	0.0	198797.0	357710.0	1665100.0	233440.0	623560.0	0.0	320740.0
CAG-127	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127		652996.39	8900122.016	1264243.78	7263604.899999999	5.56632963E7	6.23896296E7	3728729.49	2.8160241E7	1.7286617E7	5616125.0	9091427.0	4.7422127E7	8322703.0
Slackia_A	Genus	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia_A		0.0	373030.0	0.0	1.096E7	0.0	479030.0	1002582.0	5811400.0	5403200.0	1817370.0	2052100.0	7608100.0	1.631933E7
Varibaculum	Genus	Bacteria		Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum		0.0	859243.0	6744434.0	833136.0	2082580.0	1953240.0	1518425.9	2081929.0	6416380.0	764938.0	1216272.0	2350990.0	3503610.0
CAG-273	Genus	Bacteria		Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273		4280311.48	771284.38	533500.0	2352.4	1.466811E7	6.99629221E7	1225429.55	2.4130668E7	2.0205755E7	7165697.0	4577508.0	9232318.0	3.357447E7
CAG-274	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	CAG-274	CAG-274		3.7650566E7	1.08018844E8	8.377761E7	7.554403628999999E7	7.1609392E7	2.9484097E8	2.15937148E7	1.00378892E8	8.6786418E7	5.4636956E7	7.1471195E7	1.463925511E8	6.0759369E7
Eubacterium_G	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G		795480.6	1.45334972024E8	2.6096888564E7	1.47763154363E7	3.17653963E7	3.311455685E8	8.229010473151001E8	2.95901787E7	7.438546930000001E7	7875913.4	2.5888072939999998E7	3.41428234E7	8.70684026E7
Erysipelatoclostridium	Genus	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium		1.4167175488E8	4.0972976839119995E8	4.53826642392E8	2.1873141104E8	4.7942970379999995E8	3.1587570809999996E8	1.0428880659E8	3.37559589E8	2.7874798529999995E8	1.1094722353E8	1.4156090715E8	5.468815735E8	2.31710659E8
Eubacterium_I	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I		7134290.8	1.0430144782E9	1.444816714803E8	7.2788200935E7	1.531068018E8	1.386536906E8	3.2084754667999998E7	1.278231662E8	8.86729772E7	3.6191132480000004E7	6.6095155599999994E7	1.522169074E8	1.03020581E8
Eubacterium_F	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F		0.0	5.642319E7	1.771170368E7	6.84880076E7	3.9283573E7	7.2825259E7	3883596.0	7263907.0	7853863.0	3137560.0	1.06576014E7	1.1158526E7	3665072.0
Lachnospira	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira		2.2512265490000002E7	1.049936121283E9	4.5979812011E8	3.7895918195000005E8	4.052874178E8	2.7732735870000005E8	1.0182387270000002E8	4.850000043E8	3.02501997E8	1.363627982E8	3.05502519E8	4.44463331E8	3.33423283E8
CAG-390	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	CAG-272	CAG-390		2168.5	0.0	0.0	0.0	4807.4	0.0	340603.0	531570.0	281110.0	201801.0	249122.0	603370.0	102490.0
CAG-1427	Genus	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427		7483723.6	4.351068568E7	4.755365265E7	1.0506198E7	3.2621768E7	8.511502803E9	9.413666731328999E7	1.613715729E8	1.468822827E8	4.985752846E7	9.91911947E7	5.46787331E7	9.1590719E7
ZJ304	Genus	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	ZJ304		0.0	0.0	1393.1	0.0	1263100.0	7978700.0	0.0	8765220.0	6888488.4	3943940.0	622770.0	8296300.0	6779188.0
Anaerotignum	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum		0.0	1.158340352E7	502300.0	0.0	1.84433793E7	1.5788788E7	34287.231	1.3521296E7	7625646.62	5222427.0	4477809.0	1.3751058E7	3591274.0
Bilophila	Genus	Bacteria		Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila		1315143.0	2265998.98	2778837.37	164230.0	6.415335E8	5.42093E7	4297421.4	4924903.0	1.09214459E7	9312807.0	7398478.0	3427620.0	6185124.0
Treponema_D	Genus	Bacteria		Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D		5977.3	1.9094542E8	608452.0	1251019.82	3423940.0	1.080093E7	1500886.0	3931650.0	1.552644E7	1422192.5	450040.0	1.590811E7	5060488.0
Hungatella	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella		33498.0	0.0	6.673226838E8	9.2499573E7	7505000.0	840124.0	1527795.8	214720.0	765110.0	4792500.0	209266.0	3238400.0	1809790.0
Ferdinandcohnia	Genus	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae_L	Ferdinandcohnia		37213.76	1655570.0	965540.0	2.90706E7	1.296868397E9	5.9496579E7	4573036.6	1.342236E7	3.6735071E7	653545.0	1.54710655E7	3.2515911E7	1.71729783E7
Enterocloster	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster		6.910191660000001E7	2.7520171345E7	9418444.195	7009032.3	2.89186383E8	4.4217427E7	6322311.039999999	4.8864879E7	5.14036011E7	3.04796424E7	3.62739E7	1.19367687E8	3.7744588E7
Peptoniphilus_C	Genus	Bacteria		Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_C		34076.0	1.4762687E7	152308.0	351418.26	0.0	0.0	347293.24	1.04358574E8	3.50147255E7	1.97876375E7	5724900.0	2.12983256E7	3.9380886E7
Peptoniphilus_A	Genus	Bacteria		Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A		0.0	0.0	0.0	12540.0	0.0	1658400.0	0.0	0.0	114070.0	599830.0	309710.0	0.0	0.0
CAG-145	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-145		0.0	503100.0	388230.0	288080.0	0.0	0.0	123760.0	0.0	0.0	927820.0	0.0	0.0	0.0
Haemophilus	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus		0.0	481.25	0.0	41139.0	0.0	8097.4	0.0	381972.0	4416.9	27725.0	456560.0	389060.0	0.0
Mycoplasmopsis	Genus	Bacteria		Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Mycoplasmopsis		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ralstonia	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia		4473.5	0.0	0.0	0.0	0.0	0.0	2717583.397	1.099567E7	5524121.0	3016213.0	4525284.9	1.9777509E7	1.31205359E7
UBA1375	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1375		0.0	0.0	292380.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alistipes	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes		3327646.1	1.346489528E8	1.5476997229E8	1.014922125E8	4.3068593E7	4.0579418E7	3.70102382E7	5.3304269E7	5.8275159E7	2.35910425E7	1.7761939E7	8.9621539E7	5.50843857E7
HGM12814	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	HGM12814		1954600.0	2780500.0	906490.0	0.0	0.0	1480500.0	1253500.0	4951300.0	6073400.0	1151400.0	2139100.0	1.1504E7	2350700.0
CAG-1435	Genus	Bacteria		Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-1435		0.0	3.07167E7	110970.0	1691500.0	1.01554E7	0.0	1616090.0	1.61718E7	2994800.0	3712500.0	8221080.0	3.44896E7	1.177177E7
CAG-269	Genus	Bacteria		Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269		1260864.0	3.5718476614E7	1.3478491E7	5552384.0	1.25407128E7	5.85279E7	6402994.5	1.393229E7	4671172.2	4857800.0	8311860.0	1.6569035E7	1.75242356E7
Anaeroplasma	Genus	Bacteria		Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	Anaeroplasma		4748.4	3137040.0	0.0	72300.0	0.0	0.0	180084.0	655774.0	45366.0	707970.0	0.0	822108.0	1895850.0
Fenollaria	Genus	Bacteria		Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Fenollaria		0.0	215580.0	49991.0	2405200.0	6911960.0	0.0	396605.705	1530774.1	1039026.6	1599463.1	236045.9	412870.8	2568930.9
Fermentimonas	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Fermentimonas		0.0	71987.0	0.0	91520.0	0.0	285460.0	323986.0	6046470.0	3230710.0	2658950.0	765380.0	4811830.0	3117552.0
Merdibacter	Genus	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter		0.0	7138910.0	3810250.0	0.0	4736600.0	0.0	318320.0	856450.0	0.0	0.0	591190.0	0.0	0.0
Clostridium_A	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_A		0.0	271400.0	296260.0	0.0	724730.0	382190.0	3433600.0	543580.0	747085.0	752140.0	199140.0	897110.0	737950.0
Clostridium_B	Genus	Bacteria		Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_B		0.0	1.4947814E8	2074210.0	0.0	8495600.0	7032200.0	769014.0	1.23521E7	1479160.0	4625920.0	0.0	2.17319E7	2.29749E7
Holdemania	Genus	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania		390100.0	475515.1	2204700.0	187677.0	0.0	44057.0	204272.19	2.647482E7	1.6891771E7	1.1367866E7	3.067578E7	1.41825E7	618800.0
UBA1206	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	CAG-382	UBA1206		819911.0	69796.42	190660.0	0.0	1802000.0	3975621.0	185457.2	640030.0	410692.0	196872.0	242147.7	1628905.0	1768000.0
UBA1685	Genus	Bacteria		Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UBA1685		28266.0	6447.7	216420.0	169340.0	1847940.0	187220.0	1556692.16	4580874.0	9215837.8	811599.0	2534291.0	1.0582585E7	1327135.0
Anaerotruncus	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus		0.0	0.0	81905.0	0.0	0.0	347240.0	10711.5	543000.0	87413.0	105683.0	184640.0	0.0	1748619.0
CAG-170	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170		134036.0	67518.0	0.0	116612.0	723850.0	1.017385E7	116132.8	6572690.0	4270460.0	2208150.0	6256230.0	6771480.0	5017820.0
Lachnoclostridium	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium		0.0	1.379436E7	3810260.0	341140.0	0.0	806490.0	978070.0	0.0	0.0	0.0	758720.0	736970.0	3194600.0
Elizabethkingia	Genus	Bacteria		Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia		0.0	4138492.0	470301.30000000005	248578.2	6012165.0	3095750.0	318232.65	1.2552899E7	5886975.7	3269184.0	3868019.0	9475670.0	3860939.0
HGM11417	Genus	Bacteria		Firmicutes_A	Clostridia_A	Christensenellales	HGM11417	HGM11417		0.0	0.0	14664.0	5593100.0	341740.0	4120820.0	0.0	117560.0	636510.0	367030.0	0.0	0.0	0.0
Tissierella	Genus	Bacteria		Firmicutes_A	Clostridia	Tissierellales	Tissierellaceae	Tissierella		0.0	567122.08	110079.0	140270.0	1.31738512E8	8035399.0	2130125.0	359840.0	964740.0	5299237.5	193520.0	0.0	0.0
CAG-81	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81		1.1857655E8	2.2293552E7	3.23547848E7	4.4405342E7	1.2438383E8	2.786555E7	4937401.8	1.07066585E8	5.322379E7	1.2806286E7	3.753433E7	6.226227E7	3.123291E7
CAG-83	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83		4823358.6	3.137683242E8	6.7814895E7	4.7022457E7	1.06367893E8	7.4269E7	1.9873636299999997E7	1.14304638E8	4.2312423E7	3.6656897E7	5.5978846E7	1.85238486E8	1.46181493E8
Marseille-P3106	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106		0.0	29903.0	84136.0	13908.0	233200.0	0.0	28203.0	853310.0	1082710.0	230573.0	449780.0	667980.0	149940.0
HGM11412	Genus	Bacteria		Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	HGM11412		0.0	243800.0	287160.0	292544.0	0.0	303760.0	413811.0	0.0	419580.0	0.0	0.0	0.0	0.0
Porphyromonas	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas		0.0	0.0	0.0	1.626685E7	444060.0	0.0	10136.0	0.0	379930.0	0.0	0.0	1610400.0	0.0
UBA1436	Genus	Bacteria		Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436		0.0	3.25255128E7	3545301.0	1862.8	1.6366E7	0.0	883554.0	0.0	0.0	0.0	0.0	0.0	6300800.0
Romboutsia	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia		1.3330257069999998E7	6.0900349527E8	3.33841683167E8	7.434260247E7	1.194487632E8	1.008818348E8	3.1775449459999993E7	2.21487953E8	1.78282717E8	7.906869864E7	9.237125389999999E7	2.057517298E8	1.81178385E8
Negativibacillus	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus		0.0	114260.0	3481.9	0.0	0.0	0.0	5558.9	927830.0	0.0	111190.0	133972.0	127420.0	1002570.0
UBA2882	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2882		1943086.92	100740.0	2789395.1	300756.5	1073759.0	2232929.0	118288.26999999999	6199690.0	2.1858546E7	2880455.0	6397530.0	8766712.0	3590578.4
SFEB01	Genus	Bacteria		Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	SFEB01		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parabacteroides	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides		624641.01	4.4242663E8	3.62456139768E7	2.46244199908E7	4.661911751E7	4.494360415E7	2.86008582E7	1.480264925E8	8.91257904E7	3.52895799E7	2.231850259E7	1.815557303E8	1.033850101E8
Coprococcus	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus		26748.708	5.9308165879999995E7	2697269.68	296986.9	4390009.6	4.3855923E7	4267451.0	8534450.0	6021712.0	4294157.0	1474432.0	8417510.0	5925740.0
CAG-194	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-194		2354000.0	1924025.24	45588.0	135651.0	728919.0	542833.0	83090.90000000001	7.6686877E7	1719423.7	9327814.0	517875.7	2554237.0	971385.0
UBA3766	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3766		0.0	0.0	80297.0	0.0	269290.0	318411.0	1643.79	130776.0	272710.0	132710.0	23675.0	6318740.0	1.1945612E7
CAG-95	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95		1193709.4	1.04501796E7	3.29632137E7	5.6808713E7	1.2393281E7	6.735746E7	2113403.977	3.3520224E7	2.01281751E7	1.73304301E7	1.42877839E7	2.0394779E7	2.1226431E7
Sutterella	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella		0.0	1.8312E7	2348300.0	0.0	0.0	0.0	576830.0	5686100.0	0.0	1955400.0	4589100.0	0.0	0.0
UMGS124	Genus	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	UMGS124	UMGS124		0.0	0.0	0.0	113410.0	0.0	0.0	92412.91	1201481.0	1782370.0	358458.0	842500.0	1340905.0	720736.0
UBA737	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737		118302.0	874702.0	78904.9	3199.4	801200.0	1570880.0	1484047.85	3465716.0	921727.0	1635897.0	1381961.0	1754279.0	743810.0
UBA733	Genus	Bacteria		Firmicutes	Bacilli	RFN20	CAG-826	UBA733		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	711990.0	465010.0	0.0	1944200.0	591070.0
GCA-900066935	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	GCA-900066935		226220.0	1110683.9	1189212.8	71238.8	4900710.0	1382401.0	86732.8	4684169.0	1.5825372E7	2531542.3	2224073.0	2279969.0	2777800.0
RUG131	Genus	Bacteria		Firmicutes	Bacilli	RFN20	CAG-826	RUG131		12727.0	70786.0	318750.0	0.0	0.0	0.0	0.0	184920.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		0.0	0.0	0.0	0.0	0.0	0.0	41643.1	1072572.0	434780.0	3558460.0	205600.0	580260.0	0.0
Mobilicoccus	Genus	Bacteria		Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	Mobilicoccus		0.0	0.0	73555.0	215180.0	710880.0	567570.0	2361270.0	5262100.0	1784040.0	1824890.0	1230180.0	2921200.0	1.2254E7
UBA71	Genus	Archaea		Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	UBA71		0.0	0.0	0.0	1.2333E8	0.0	1.8972E7	304550.0	324320.0	1019100.0	1997340.0	462950.0	430960.0	163950.0
Phascolarctobacterium_A	Genus	Bacteria		Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A		0.0	4.122742E7	5688880.0	88497.0	2245200.0	1611770.0	695350.0	1409700.0	5.33922E7	3664500.0	4972700.0	8013100.0	0.0
Aeromicrobium	Genus	Bacteria		Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Aeromicrobium		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QALR01	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	CAG-272	QALR01		0.0	0.0	26859.0	0.0	0.0	0.0	122500.0	485340.0	0.0	105450.0	0.0	0.0	1625790.0
COE1	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1		183718.0	296131.9	235125.4	315016.1	5865683.0	1.345475E7	691475.5380000001	1.8043219E7	1.22522657E7	2289675.2	3529073.3	1.8903908E7	1.9315133E7
UBA3631	Genus	Bacteria		Firmicutes	Bacilli	RF39	UBA660	UBA3631		0.0	15854.0	0.0	0.0	0.0	120370.0	91599.31	1028490.0	0.0	296082.0	131869.0	1697529.0	102753.0
UBA1691	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1691		0.0	7374480.0	463790.0	0.0	0.0	925380.0	175060.0	2730700.0	0.0	0.0	0.0	2899800.0	0.0
Psychrobacillus	Genus	Bacteria		Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Psychrobacillus		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-180	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180		16816.0	2108898.0	7210.48	443166.7	1743988.0	2743250.0	284615.636	1.1075234E7	9451149.9	2384608.0	4331775.8	7927031.0	1.1585362E7
Clostridium_Q	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_Q		47999.0	1436621.96	3353940.8	380659.0	4.5020891E7	6000031.6	4288490.935	1.6717189E7	2.073253305E7	8812658.8	3273845.3	2.1245212E7	3.2209702E7
Clostridium_P	Genus	Bacteria		Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_P		0.0	0.0	0.0	0.0	1.089117E7	1.38098E7	0.0	1110090.0	732960.0	524120.0	524160.0	4173800.0	2653900.0
HGM12619	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	UBA644	HGM12619		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4039700.0
TWA4	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TWA4		615.49	9657524.0	710914.9	388168.0	1.58912E7	1.821494E7	1199194.34	3183728.0	9680010.0	8174973.0	1544639.0	1.3449517E7	2598143.0
UMGS599	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS599		88550.0	558.31	4560160.0	1277830.0	4.279346E7	1.1731848E7	537672.6	1.787754E7	1.9497424E7	6400240.0	5685990.0	1.781281E7	2.7355758E7
Marvinbryantia	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia		1769113.0	3847971.07	1507791.41	3819611.4	6.9860409E7	4144216.0	1461505.7300000002	2.3405397E7	3.43130638E7	5336011.0	9681782.2	3.83370707E7	1.5959893E7
Clostridium_N	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_N		0.0	4935424.09	1041018.5	338338.09	1.53270604E8	1.80408759E7	1571373.6	6018780.0	1.484777E7	6566428.0	3992693.8	2.357147E7	8409930.0
Phocea	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Phocea		7742.9	0.0	108643.6	4499.9	1.1721421E7	5994104.0	57868.0	1.035983E7	7819990.0	914651.0	4045100.0	1.462151E7	152530.0
Clostridium_J	Genus	Bacteria		Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_J		695789.0	1893500.0	453931.0	3.1998704E7	6.690594E7	1.3205063E7	2275117.3	2.055152E7	1.2649173E7	3.09323235E7	1.3092978E7	2.016181E7	1.068552E7
SFDP01	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	SFDP01		0.0	1.81782E7	1832300.0	0.0	0.0	3997500.0	531330.0	1778500.0	1798700.0	0.0	582800.0	6013100.0	5393500.0
Solobacterium	Genus	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium		16662.0	2922708.4	87046.0	294860.0	0.0	110750.0	226917.0	6467200.0	782120.0	6397127.0	3714950.0	3531000.0	875469.0
Neobittarella	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Neobittarella		0.0	551413.6	2093998.0	32402.0	291940.0	652288.0	415497.6	1597850.0	2036440.0	1181590.0	1719220.0	1998740.0	913890.0
Clostridium_F	Genus	Bacteria		Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_F		0.0	0.0	6058.8	0.0	13350.0	1445570.0	0.0	34924.0	0.0	4659.3	25861.0	103876.0	0.0
Dorea_B	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_B		0.0	137300.0	0.0	30179.0	8.063007E7	1.48437E7	3.51545637E7	5570740.0	1.223308E7	802200.0	1.029018E7	1.35921E7	4764890.0
Dorea_A	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A		2.3406838589999995E8	3.86398591589E8	2.7940934399E8	1.2238183887500001E8	1.1013695466999998E9	6.980861964E8	5.030562721022E8	8.143391341E8	6.146605896E8	2.1635968050000003E8	3.5819711390000004E8	9.559128444E8	6.1825580859E8
UMGS75	Genus	Bacteria		Firmicutes	Bacilli	ML615J-28	CAG-313	UMGS75		27368.0	146484.0	33713.0	0.0	0.0	339548.0	15378.0	256140.0	220360.0	247838.0	82631.0	368090.0	1133230.0
Dysosmobacter	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter		841010.0	4042480.0	1355883.0	91232.0	5678090.0	4.485039E7	1.0920269E7	4996850.0	4311100.0	174660.0	1325010.0	4950400.0	4943830.0
